link,area,quartos,vagas,banheiros,local,valor
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-terrea-jardim-julieta-sao-paulo-1336715345,30 metros quadrados,,,,R$ 700,São Paulo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-barra-funda-sp-1336715327,480 metros quadrados,4 quartos,5 ou mais vagas de garagem,5 ou mais banheiros,R$ 18.000,São Paulo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-terrea-jardim-brasil-zona-norte-sao-paulo-1336715278,40 metros quadrados,2 quartos,,,R$ 1.200,São Paulo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-com-4-dormitorios-156-m-venda-por-r-320-000-00-ou-aluguel-por-r-2-850-00-mes-1336715165,156 metros quadrados,4 quartos,1 vaga de garagem,2 banheiros,R$ 2.850,São Paulo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-com-4-dormitorios-para-alugar-196-m-por-r-8-600-00-mes-zona-norte-barro-bra-1336715105,196 metros quadrados,4 quartos,5 ou mais vagas de garagem,2 banheiros,R$ 8.000,São Paulo -  SP
https://sp.olx.com.br/baixada-santista-e-litoral-sul/imoveis/bertioga-casa-de-condominio-centro-1336715107,102 metros quadrados,3 quartos,2 vagas de garagem,3 banheiros,R$ 3.800,Bertioga -  SP
https://pe.olx.com.br/grande-recife/imoveis/casa-em-jardim-sao-paulo-aluguel-1336714973,60 metros quadrados,2 quartos,1 vaga de garagem,,R$ 900,Recife -  PE
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-para-locacao-1336714903,105 metros quadrados,2 quartos,2 vagas de garagem,2 banheiros,R$ 2.650,São Paulo -  SP
https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/imoveis/casa-com-2-dormitorios-para-alugar-97-m-por-r-1-537-08-mes-jardim-belo-horizonte-ub-1336714623,97 metros quadrados,2 quartos,3 vagas de garagem,,R$ 1.500,Uberaba -  MG
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-03-quartos-no-bairro-jardim-ermida-i-jundiai-sp-ref-12543-1336714576,197 metros quadrados,3 quartos,4 vagas de garagem,3 banheiros,R$ 4.800,Jundiaí -  SP
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/aluga-se-casa-para-fins-comerciais-bairro-jardim-leblon-copacabana-1336714313,150 metros quadrados,2 quartos,1 vaga de garagem,,R$ 2.500,Belo Horizonte -  MG
https://sp.olx.com.br/grande-campinas/imoveis/casa-com-3-dormitorios-160-m-venda-por-r-848-000-00-ou-aluguel-por-r-5-043-00-mes-1336714305,160 metros quadrados,3 quartos,4 vagas de garagem,3 banheiros,R$ 4.500,Hortolândia -  SP
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/imoveis/casa-com-2-dormitorios-para-alugar-75-m-por-r-1-650-00-mes-jardim-algarve-alvorada-1336714205,75 metros quadrados,2 quartos,2 vagas de garagem,,R$ 1.650,Alvorada -  RS
https://go.olx.com.br/grande-goiania-e-anapolis/imoveis/aluguel-no-granville-mobiliada-porteira-fechada-1336714168,350 metros quadrados,4 quartos,4 vagas de garagem,5 ou mais banheiros,R$ 17.000,Goiânia -  GO
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-para-locacao-em-jundiai-vila-josefina-1-dormitorio-1-banheiro-1336714110,35 metros quadrados,,,,R$ 750,Jundiaí -  SP
https://mt.olx.com.br/regiao-de-cuiaba/imoveis/casa-com-3-dormitorios-venda-por-r-380-000-00-ou-aluguel-por-r-2-000-00-mes-centro-s-1336714094,432 metros quadrados,3 quartos,4 vagas de garagem,,R$ 2.000,Várzea Grande -  MT
https://pr.olx.com.br/regiao-de-londrina/imoveis/casa-jd-porto-seguro-ii-1336714080,90 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 1.200,Londrina -  PR
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/imoveis/sobrado-com-4-dormitorios-para-alugar-90-m-por-r-1-530-00-mes-formosa-alvorada-rs-1336714073,90 metros quadrados,4 quartos,2 vagas de garagem,2 banheiros,R$ 1.400,Alvorada -  RS
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-pinheiros-sao-paulo-1336714016,180 metros quadrados,3 quartos,1 vaga de garagem,,R$ 11.000,São Paulo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-com-3-dormitorios-para-alugar-102-m-por-r-2-260-00-mes-vila-herminia-guarul-1336713951,102 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 2.200,Guarulhos -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-1-dormitorio-para-alugar-80-m-por-r-1-415-00-mes-parque-oratorio-santo-and-1336713874,80 metros quadrados,,,,R$ 1.350,Santo André -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-agua-branca-sao-paulo-1336713859,322 metros quadrados,5 ou mais quartos,4 vagas de garagem,,R$ 23.000,São Paulo -  SP
https://sp.olx.com.br/regiao-de-sorocaba/imoveis/residencial-sunset-casa-com-4-dormitorios-372-m-venda-por-r-3-000-000-ou-aluguel-po-1336713795,372 metros quadrados,4 quartos,4 vagas de garagem,5 ou mais banheiros,R$ 14.900,Sorocaba -  SP
https://al.olx.com.br/alagoas/imoveis/casa-paripueira-100-mobiliada-temporada-ferias-finais-de-semana-3-4-2-suites-1305571461,350 metros quadrados,3 quartos,2 vagas de garagem,3 banheiros,R$ 300,Paripueira -  AL
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-com-3-dormitorios-122-m-venda-por-r-649-000-00-ou-aluguel-por-r-3-370-00-mes-1336713666,122 metros quadrados,3 quartos,2 vagas de garagem,4 banheiros,R$ 3.300,Santo André -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-530-m-venda-por-r-750-000-00-ou-aluguel-por-r-8-984-00-mes-botujuru-botujuru-1336713592,530 metros quadrados,4 quartos,3 vagas de garagem,5 ou mais banheiros,R$ 8.700,Campo Limpo Paulista -  SP
https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/imoveis/casa-com-3-dormitorios-200-m-venda-por-r-1-000-000-00-ou-aluguel-por-r-5-180-00-mes-1336713537,200 metros quadrados,3 quartos,4 vagas de garagem,3 banheiros,R$ 4.500,Mirassol -  SP
https://sp.olx.com.br/regiao-de-bauru-e-marilia/imoveis/casa-para-locacao-no-condominio-terra-nova-1336713528,160 metros quadrados,2 quartos,2 vagas de garagem,3 banheiros,R$ 1.350,Marília -  SP
https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/imoveis/sobrado-com-3-dormitorios-para-alugar-93-m-por-r-2-950-00-mes-parque-lombardia-sao-1336713509,93 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 2.500,São José do Rio Preto -  SP
https://rj.olx.com.br/serra-angra-dos-reis-e-regiao/imoveis/casa-para-locacao-mosela-petropolis-rj-1319014624,350 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 3.800,Petrópolis -  RJ
https://rj.olx.com.br/serra-angra-dos-reis-e-regiao/imoveis/alugo-casa-portal-das-mansoes-proximo-a-faculdade-de-miguel-pereira-e-mercado-rio-sul-1323754612,650 metros quadrados,4 quartos,3 vagas de garagem,2 banheiros,R$ 4.390,Miguel Pereira -  RJ
https://ro.olx.com.br/rondonia/imoveis/casa-condominio-cancun-ii-1334921670,,2 quartos,2 vagas de garagem,,R$ 1.450,Porto Velho -  RO
https://sc.olx.com.br/florianopolis-e-regiao/imoveis/alugo-casa-praia-de-fora-1299896256,321 metros quadrados,5 ou mais quartos,3 vagas de garagem,5 ou mais banheiros,R$ 3.700,Palhoça -  SC
https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/imoveis/casa-com-3-dormitorios-para-alugar-188-m-por-r-3-743-00-mes-belvedere-terra-nova-sa-1336713495,188 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 3.300,São José do Rio Preto -  SP
https://sp.olx.com.br/regiao-de-sorocaba/imoveis/casa-para-locacao-em-boituva-no-terras-de-santa-cruz-1336713493,120 metros quadrados,2 quartos,2 vagas de garagem,,R$ 1.290,Boituva -  SP
https://pr.olx.com.br/regiao-de-ponta-grossa-e-guarapuava/imoveis/casa-jardi-carvalho-a-venda-com-3-quartos-1-suite-2-vagas-495m-jardim-carvalho-ponta-1336713474,163 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 3.200,Ponta Grossa -  PR
https://pe.olx.com.br/grande-recife/imoveis/aluga-se-casa-em-primeiro-andar-1336713465,,2 quartos,1 vaga de garagem,,R$ 570,Abreu e Lima -  PE
https://sp.olx.com.br/grande-campinas/imoveis/casa-sousas-campinas-1336713461,410 metros quadrados,,5 ou mais vagas de garagem,4 banheiros,R$ 15.000,Campinas -  SP
https://sp.olx.com.br/regiao-de-sorocaba/imoveis/casa-com-2-dormitorios-para-alugar-102-m-por-r-2-033-33-mes-jardim-montreal-sorocab-1336713427,102 metros quadrados,2 quartos,2 vagas de garagem,,R$ 2.000,Sorocaba -  SP
https://sp.olx.com.br/regiao-de-sorocaba/imoveis/casa-para-locacao-com-5-dormitorios-jardim-egidio-labronici-1336713425,230 metros quadrados,5 ou mais quartos,5 ou mais vagas de garagem,2 banheiros,R$ 2.600,Boituva -  SP
https://sp.olx.com.br/baixada-santista-e-litoral-sul/imoveis/casa-com-1-dormitorio-para-alugar-65-m-por-r-950-00-mes-jardim-vicente-carvalho-ii-1336713422,65 metros quadrados,,,,R$ 950,Bertioga -  SP
https://go.olx.com.br/grande-goiania-e-anapolis/imoveis/alugo-sobrado-no-alphaville-ipe-1336713415,241 metros quadrados,4 quartos,4 vagas de garagem,4 banheiros,R$ 18.500,Goiânia -  GO
https://pb.olx.com.br/paraiba/imoveis/casa-com-4-dormitorios-para-alugar-115-m-por-r-3-000-mes-rua-caetano-figueiredo-cris-1336713405,115 metros quadrados,4 quartos,3 vagas de garagem,4 banheiros,R$ 3.000,João Pessoa -  PB
https://am.olx.com.br/regiao-de-manaus/imoveis/casa-para-locacao-cond-passaredo-ponta-negra-manaus-am-1336713395,200 metros quadrados,3 quartos,4 vagas de garagem,3 banheiros,R$ 6.000,Manaus -  AM
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-para-locacao-rua-tesouro-residencial-paes-de-barros-guarulhos-1336713352,78 metros quadrados,,1 vaga de garagem,,R$ 1.800,Guarulhos -  SP
https://sp.olx.com.br/regiao-de-sorocaba/imoveis/casa-com-4-dormitorios-552-m-venda-por-r-3-300-000-00-ou-aluguel-por-r-12-046-32-mes-1336713353,553 metros quadrados,4 quartos,5 ou mais vagas de garagem,2 banheiros,R$ 10.000,Sorocaba -  SP
https://sp.olx.com.br/baixada-santista-e-litoral-sul/imoveis/casa-ocian-praia-grande-1336713345,56 metros quadrados,2 quartos,1 vaga de garagem,,R$ 1.700,Praia Grande -  SP
https://sp.olx.com.br/regiao-de-sorocaba/imoveis/casa-com-4-dormitorios-para-alugar-402-m-por-r-7-771-00-mes-condominio-ibiti-do-paco-1336713332,402 metros quadrados,4 quartos,4 vagas de garagem,2 banheiros,R$ 7.000,Sorocaba -  SP
https://ba.olx.com.br/grande-salvador/imoveis/village-com-2-dormitorios-para-alugar-piata-1336713278,95 metros quadrados,2 quartos,1 vaga de garagem,3 banheiros,R$ 2.200,Salvador -  BA
https://sp.olx.com.br/grande-campinas/imoveis/casa-sousas-campinas-1336713251,410 metros quadrados,,5 ou mais vagas de garagem,4 banheiros,R$ 15.000,Campinas -  SP
https://pr.olx.com.br/regiao-de-maringa/imoveis/casa-para-locacao-novo-panorama-sarandi-pr-1336713247,100 metros quadrados,3 quartos,,,R$ 1.200,Sarandi -  PR
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-em-jardim-pedreira-sao-paulo-1336713243,90 metros quadrados,3 quartos,1 vaga de garagem,,R$ 2.600,São Paulo -  SP
https://sp.olx.com.br/baixada-santista-e-litoral-sul/imoveis/casa-aviacao-praia-grande-1336713242,64 metros quadrados,2 quartos,1 vaga de garagem,,R$ 2.800,Praia Grande -  SP
https://sp.olx.com.br/regiao-de-sorocaba/imoveis/casa-com-2-dormitorios-72-m-venda-por-r-425-000-00-ou-aluguel-por-r-2-500-00-mes-r-1336713240,72 metros quadrados,2 quartos,1 vaga de garagem,2 banheiros,R$ 2.500,Boituva -  SP
https://sp.olx.com.br/grande-campinas/imoveis/casa-com-2-dormitorios-para-alugar-90-m-por-r-1-120-00-mes-vila-molon-americana-sp-1336713183,90 metros quadrados,2 quartos,2 vagas de garagem,,R$ 1.100,Americana -  SP
https://sp.olx.com.br/regiao-de-presidente-prudente/imoveis/aluga-se-casa-em-presidente-venceslau-1336713154,165 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 1.500,Presidente Venceslau -  SP
https://go.olx.com.br/grande-goiania-e-anapolis/imoveis/sobrado-mobiliado-7-quartos-condominio-jardins-madri-1336713083,380 metros quadrados,5 ou mais quartos,3 vagas de garagem,5 ou mais banheiros,R$ 12.900,Goiânia -  GO
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-4-dormitorios-1-suite-100-m-venda-por-r-1-780-000-ou-aluguel-por-r-8-900-1336712978,100 metros quadrados,4 quartos,4 vagas de garagem,3 banheiros,R$ 7.568,Cotia -  SP
https://ba.olx.com.br/grande-salvador/imoveis/condominio-arembepe-aquaville-arembepe-big-casa-triplex-cond-arembepe-aquaville-4-4-1-1336712866,300 metros quadrados,4 quartos,2 vagas de garagem,3 banheiros,R$ 3.600,Camaçari -  BA
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-de-1-dormitorio-para-alugar-na-vila-re-sao-paulo-1336712828,30 metros quadrados,,,,R$ 1.150,São Paulo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-2-dormitorios-para-alugar-80-m-por-r-1-700-00-mes-loteamento-jardim-panorama-1336712821,80 metros quadrados,2 quartos,2 vagas de garagem,,R$ 1.700,Itatiba -  SP
https://go.olx.com.br/grande-goiania-e-anapolis/imoveis/casa-residencial-comercial-em-parque-amazonia-goiania-go-1336712819,100 metros quadrados,4 quartos,5 ou mais vagas de garagem,3 banheiros,R$ 1.800,Goiânia -  GO
https://pr.olx.com.br/regiao-de-ponta-grossa-e-guarapuava/imoveis/casa-para-venda-e-locacao-contorno-ponta-grossa-pr-1336712807,90 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 2.200,Ponta Grossa -  PR
https://sp.olx.com.br/grande-campinas/imoveis/casa-com-5-dormitorios-para-alugar-250-m-por-r-4-000-00-mes-parque-imperador-campin-1336712797,250 metros quadrados,5 ou mais quartos,4 vagas de garagem,5 ou mais banheiros,R$ 4.000,Campinas -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-5-dormitorios-420-m-venda-por-r-2-650-000-ou-aluguel-por-r-15-000-mes-ita-1336712786,420 metros quadrados,5 ou mais quartos,5 ou mais vagas de garagem,5 ou mais banheiros,R$ 15.000,São Paulo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-para-alugar-no-condominio-vila-re-em-sao-paulo-1336712731,45 metros quadrados,2 quartos,1 vaga de garagem,,R$ 1.500,São Paulo -  SP
https://sp.olx.com.br/regiao-de-bauru-e-marilia/imoveis/casa-para-locacao-no-condominio-village-damha-1336712727,250 metros quadrados,3 quartos,2 vagas de garagem,4 banheiros,R$ 6.000,Marília -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-4-dormitorios-para-alugar-140-m-por-r-3-300-00-mes-cecap-guarulhos-sp-1336712708,140 metros quadrados,4 quartos,2 vagas de garagem,2 banheiros,R$ 3.230,Guarulhos -  SP
https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/imoveis/oportunidade-casa-condominio-condominio-esplanada-do-sol-4-dormitorios-330m-1336712686,330 metros quadrados,4 quartos,4 vagas de garagem,5 ou mais banheiros,R$ 14.200,São José dos Campos -  SP
https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-em-taguatinga-norte-em-vicente-pires-2-quartos-2-vagas-linda-vista-1336712672,100 metros quadrados,2 quartos,2 vagas de garagem,,R$ 1.800,Brasilia -  DF
https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/imoveis/casa-jardim-esplanada-ii-2-dormitorios-300m-1336712665,50 metros quadrados,2 quartos,2 vagas de garagem,,R$ 3.000,São José dos Campos -  SP
https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/imoveis/oportunidade-casa-loteamento-villa-branca-3-dormitorios-150m-1336712659,150 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 5.000,Jacareí -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-com-2-dormitorios-70-m-venda-por-r-350-000-ou-aluguel-por-r-1-700-mes-jard-1336712652,70 metros quadrados,2 quartos,1 vaga de garagem,,R$ 1.700,São Paulo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-com-quintal-e-churrasqueira-1336712642,100 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 2.300,São Paulo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-3-dormitorios-280-m-venda-por-r-1-900-000-ou-aluguel-por-r-8-562-mes-jard-1336712629,300 metros quadrados,3 quartos,5 ou mais vagas de garagem,5 ou mais banheiros,R$ 8.500,São Paulo -  SP
https://sp.olx.com.br/grande-campinas/imoveis/casa-com-3-suites-para-alugar-210-m-por-r-13-217-mes-swiss-park-campinas-sp-1336712625,210 metros quadrados,3 quartos,4 vagas de garagem,5 ou mais banheiros,R$ 11.800,Campinas -  SP
https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/imoveis/casa-sobrado-centro-jacarei-5-dormitorios-270m-1336712600,213 metros quadrados,5 ou mais quartos,3 vagas de garagem,4 banheiros,R$ 4.800,Jacareí -  SP
https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/imoveis/oportunidade-casa-vila-ema-7-dormitorios-130m-1336712594,130 metros quadrados,5 ou mais quartos,5 ou mais vagas de garagem,4 banheiros,R$ 16.000,São José dos Campos -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-com-2-dormitorios-para-alugar-85-m-por-r-1-600-mes-parque-savoi-city-1336712548,85 metros quadrados,2 quartos,2 vagas de garagem,,R$ 1.600,São Paulo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-com-2-dormitorios-90-m-venda-por-r-480-000-ou-aluguel-por-r-2-500-mes-vila-1336712541,90 metros quadrados,2 quartos,2 vagas de garagem,2 banheiros,R$ 2.500,São Paulo -  SP
https://sc.olx.com.br/norte-de-santa-catarina/imoveis/casa-para-alugar-r-3-700-00-bairro-centro-navegantes-sc-1336712536,110 metros quadrados,3 quartos,2 vagas de garagem,3 banheiros,R$ 3.700,Navegantes -  SC
https://es.olx.com.br/norte-do-espirito-santo/imoveis/reveillon-pes-na-areia-na-praia-grande-1336388403,150 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 10.000,Fundão -  ES
https://pa.olx.com.br/regiao-de-belem/imoveis/alugou-ou-vendo-casa-na-batista-campos-1259488655,,2 quartos,,2 banheiros,R$ 3.500,Belém -  PA
https://rj.olx.com.br/serra-angra-dos-reis-e-regiao/imoveis/chale-charmoso-em-madeira-de-lei-itaipava-1-quarto-muito-confortavel-1330372691,60 metros quadrados,,1 vaga de garagem,,R$ 1.600,Petrópolis -  RJ
https://df.olx.com.br/distrito-federal-e-regiao/imoveis/alugo-apt-de-4-quartos-1331517650,160 metros quadrados,4 quartos,,2 banheiros,R$ 1.900,Brasília -  DF
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-individual-em-itaquera-2-dormitorios-e-2-vagas-de-garagem-1336712529,150 metros quadrados,2 quartos,2 vagas de garagem,,R$ 2.800,São Paulo -  SP
https://sc.olx.com.br/norte-de-santa-catarina/imoveis/casa-para-alugar-r-3-100-00-bairro-centro-navegantes-sc-1336712524,110 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 3.100,Navegantes -  SC
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-3-dormitorios-70-m-aluguel-por-r-2-091-mes-jardim-penha-1336712511,70 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 2.050,São Paulo -  SP
https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/imoveis/casa-com-4-dormitorios-459-m-venda-por-r-2-300-000-00-ou-aluguel-por-r-25-430-00-mes-1336712506,459 metros quadrados,4 quartos,2 vagas de garagem,5 ou mais banheiros,R$ 22.000,São José dos Campos -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-terrea-para-aluguel-no-bairro-parque-capuava-1336712495,66 metros quadrados,2 quartos,2 vagas de garagem,,R$ 1.680,Santo André -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-com-2-dormitorios-para-alugar-64-m-por-r-1-600-mes-cidade-lider-1336712478,64 metros quadrados,2 quartos,1 vaga de garagem,2 banheiros,R$ 1.600,São Paulo -  SP
https://pa.olx.com.br/regiao-de-belem/imoveis/casa-de-2-pavimentos-no-condominio-greenville-ii-351-67m-1336712462,351 metros quadrados,4 quartos,5 ou mais vagas de garagem,5 ou mais banheiros,R$ 9.000,Belém -  PA
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-terrea-para-alugar-no-bairro-parque-novo-oratorio-1336712368,89 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 2.200,Santo André -  SP
https://go.olx.com.br/grande-goiania-e-anapolis/imoveis/oportunidade-no-granville-alugo-ou-vendo-sobrado-de-4-suites-com-area-de-lazer-1336712254,420 metros quadrados,4 quartos,4 vagas de garagem,5 ou mais banheiros,R$ 13.000,Goiânia -  GO
https://sp.olx.com.br/grande-campinas/imoveis/casa-com-2-dormitorios-para-alugar-65-m-por-r-2-988-00-mes-condominio-moradas-de-itai-1336712104,65 metros quadrados,2 quartos,2 vagas de garagem,,R$ 2.550,Indaiatuba -  SP
https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/imoveis/casa-com-2-dormitorios-para-alugar-90-m-por-r-1-540-mes-jardim-esplanada-pouso-aleg-1336712087,90 metros quadrados,2 quartos,1 vaga de garagem,,R$ 1.500,Pouso Alegre -  MG
https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/imoveis/sobrado-com-4-dormitorios-250-m-venda-por-r-1-150-000-00-ou-aluguel-por-r-7-190-00-m-1336712023,250 metros quadrados,4 quartos,4 vagas de garagem,4 banheiros,R$ 7.100,São José dos Campos -  SP
https://sp.olx.com.br/grande-campinas/imoveis/campinas-casa-padrao-parque-via-norte-1336711937,250 metros quadrados,2 quartos,3 vagas de garagem,2 banheiros,R$ 2.580,Campinas -  SP
https://sp.olx.com.br/grande-campinas/imoveis/otimo-sobrado-com-3-dormitorios-1336711920,90 metros quadrados,3 quartos,4 vagas de garagem,,R$ 2.800,Indaiatuba -  SP
https://rj.olx.com.br/norte-do-estado-do-rio/imoveis/casa-com-3-dormitorios-para-alugar-170-m-por-r-5-486-00-mes-nova-sao-pedro-sao-pedr-1336711593,170 metros quadrados,3 quartos,2 vagas de garagem,5 ou mais banheiros,R$ 5.000,São Pedro da Aldeia -  RJ
https://sp.olx.com.br/regiao-de-bauru-e-marilia/imoveis/casa-com-5-dormitorios-para-alugar-250-m-por-r-1-500-00-mes-centro-jau-sp-1336711525,250 metros quadrados,5 ou mais quartos,2 vagas de garagem,2 banheiros,R$ 1.500,Jaú -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-com-3-dormitorios-para-alugar-116-m-por-r-2-783-09-mes-vila-matilde-sao-pau-1336711494,116 metros quadrados,3 quartos,2 vagas de garagem,3 banheiros,R$ 2.600,São Paulo -  SP
https://se.olx.com.br/sergipe/imoveis/casa-no-marine-residence-na-barra-dos-coqueiros-com-2-quarto-sendo-1-suite-e-2-vagas-de-ga-1336711460,60 metros quadrados,2 quartos,2 vagas de garagem,,R$ 1.600,Barra Dos Coqueiros -  SE
https://sc.olx.com.br/norte-de-santa-catarina/imoveis/sobrado-geminado-para-alugar-no-bairro-tomaz-coelho-em-brusque-1336711453,65 metros quadrados,2 quartos,1 vaga de garagem,2 banheiros,R$ 1.800,Brusque -  SC
https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/imoveis/casa-no-bairro-tancredo-neves-1336711433,70 metros quadrados,3 quartos,,,R$ 1.350,Santa Maria -  RS
https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/imoveis/casa-no-condominio-residencial-1336711430,154 metros quadrados,3 quartos,1 vaga de garagem,2 banheiros,R$ 4.800,Santa Maria -  RS
https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-locacao-em-imbituba-village-2-dormitorios-1-banheiro-1-vaga-1336711392,300 metros quadrados,2 quartos,1 vaga de garagem,,R$ 1.950,Imbituba -  SC
https://sp.olx.com.br/regiao-de-sorocaba/imoveis/casa-com-3-dormitorios-230-m-venda-por-r-1-380-000-00-ou-aluguel-por-r-6-083-00-mes-1336711381,230 metros quadrados,3 quartos,4 vagas de garagem,5 ou mais banheiros,R$ 5.500,Sorocaba -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-400m-para-locacao-em-perdizes-sao-paulo-sp-1336711363,400 metros quadrados,3 quartos,2 vagas de garagem,3 banheiros,R$ 20.500,São Paulo -  SP
https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/casa-com-4-dormitorios-para-alugar-693-m-por-r-21-000-00-mes-santa-candida-curitiba-1336711325,694 metros quadrados,4 quartos,5 ou mais vagas de garagem,5 ou mais banheiros,R$ 17.000,Curitiba -  PR
https://sp.olx.com.br/regiao-de-sorocaba/imoveis/sobrado-residencial-a-venda-eden-sorocaba-so0025-1336711306,75 metros quadrados,2 quartos,2 vagas de garagem,3 banheiros,R$ 2.100,Sorocaba -  SP
https://sp.olx.com.br/grande-campinas/imoveis/casa-com-2-dormitorios-para-alugar-92-m-por-r-3-200-00-mes-cidade-nova-i-indaiatuba-1336711274,92 metros quadrados,2 quartos,1 vaga de garagem,,R$ 3.200,Indaiatuba -  SP
https://sc.olx.com.br/norte-de-santa-catarina/imoveis/casa-para-aluguel-1-quarto-1-suite-1-vaga-nova-esperanca-guaramirim-sc-1336711242,100 metros quadrados,,1 vaga de garagem,3 banheiros,R$ 3.500,Guaramirim -  SC
https://sp.olx.com.br/regiao-de-sorocaba/imoveis/magnifico-sobrado-para-venda-e-locacao-no-bairro-parque-campolim-em-sorocaba-sp-1336711210,380 metros quadrados,5 ou mais quartos,4 vagas de garagem,5 ou mais banheiros,R$ 11.000,Sorocaba -  SP
https://sp.olx.com.br/regiao-de-sorocaba/imoveis/casa-com-3-dormitorios-mobiliada-96-m-venda-por-r-420-000-ou-aluguel-por-r-3-079-c-1336711025,96 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 2.600,Sorocaba -  SP
https://sp.olx.com.br/regiao-de-sorocaba/imoveis/magnifico-sobrado-para-venda-e-locacao-no-bairro-jardim-iguatemi-em-sorocaba-sp-1336710893,436 metros quadrados,4 quartos,5 ou mais vagas de garagem,4 banheiros,R$ 7.000,Sorocaba -  SP
